"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","LocationDisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"57329","2017","2017","2017","CA","California","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","25.8","","","23.9","27.8","4,200","37.63864012300047","-120.99999953799971","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","6","","","",""
"57355","2017","2017","2017","CO","Colorado","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","21.5","","","20.1","23.0","4,383","38.843840757000464","-106.13361092099967","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","8","","","",""
"57356","2017","2017","2017","CO","Colorado","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","23.8","","","22.3","25.4","4,673","38.843840757000464","-106.13361092099967","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","8","","","",""
"57382","2017","2017","2017","CT","Connecticut","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.3","","","27.5","31.2","4,340","41.56266102000046","-72.64984095199964","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","9","","","",""
"57383","2017","2017","2017","CT","Connecticut","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","24.4","","","22.8","26.0","5,154","41.56266102000046","-72.64984095199964","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","9","","","",""
"57697","2017","2017","2017","DE","Delaware","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.3","","","29.2","35.6","1,686","39.008830667000495","-75.57774116799965","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","10","","","",""
"57698","2017","2017","2017","DE","Delaware","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.3","","","28.6","34.2","1,962","39.008830667000495","-75.57774116799965","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","10","","","",""
"57724","2017","2017","2017","DC","District of Columbia","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","18.4","","","16.4","20.6","1,831","38.89037138500049","-77.03196112699965","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","11","","","",""
"57725","2017","2017","2017","DC","District of Columbia","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","27.2","","","24.8","29.8","2,258","38.89037138500049","-77.03196112699965","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","11","","","",""
"57751","2017","2017","2017","FL","Florida","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.6","","","27.4","31.8","9,091","28.932040377000476","-81.92896053899966","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","12","","","",""
"57752","2017","2017","2017","FL","Florida","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","27.3","","","25.4","29.3","10,822","28.932040377000476","-81.92896053899966","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","12","","","",""
"57396","2017","2017","2017","GA","Georgia","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.7","","","27.4","32.0","2,403","32.83968109300048","-83.62758034599966","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","13","","","",""
"57397","2017","2017","2017","GA","Georgia","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.6","","","31.3","35.9","2,966","32.83968109300048","-83.62758034599966","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","13","","","",""
"57423","2017","2017","2017","HI","Hawaii","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","25.1","","","23.2","27.1","3,529","21.304850435000446","-157.85774940299973","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","15","","","",""
"57424","2017","2017","2017","HI","Hawaii","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","22.4","","","20.5","24.3","3,786","21.304850435000446","-157.85774940299973","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","15","","","",""
"57450","2017","2017","2017","ID","Idaho","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.5","","","27.9","33.2","2,154","43.682630005000476","-114.3637300419997","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","16","","","",""
"57451","2017","2017","2017","ID","Idaho","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","28.2","","","25.7","30.7","2,467","43.682630005000476","-114.3637300419997","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","16","","","",""
"57477","2017","2017","2017","IL","Illinois","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.7","","","29.4","34.1","2,390","40.48501028300046","-88.99771017799969","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","17","","","",""
"57478","2017","2017","2017","IL","Illinois","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.5","","","28.4","32.8","2,856","40.48501028300046","-88.99771017799969","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","17","","","",""
"57120","2017","2017","2017","IN","Indiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.5","","","31.9","35.1","5,733","39.766910452000445","-86.14996019399968","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","18","","","",""
"57121","2017","2017","2017","IN","Indiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.7","","","32.2","35.2","7,235","39.766910452000445","-86.14996019399968","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","18","","","",""
"57147","2017","2017","2017","IA","Iowa","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.4","","","34.6","38.2","3,530","42.46940091300047","-93.81649055599968","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","19","","","",""
"57148","2017","2017","2017","IA","Iowa","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.4","","","34.5","38.3","3,576","42.46940091300047","-93.81649055599968","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","19","","","",""
"57174","2017","2017","2017","KS","Kansas","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.3","","","31.2","33.5","9,668","38.34774030000045","-98.20078122699965","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","20","","","",""
"57175","2017","2017","2017","KS","Kansas","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.4","","","31.2","33.5","10,104","38.34774030000045","-98.20078122699965","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","20","","","",""
"57201","2017","2017","2017","KY","Kentucky","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.0","","","33.5","38.5","3,526","37.645970271000465","-84.77497104799966","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","21","","","",""
"57202","2017","2017","2017","KY","Kentucky","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.5","","","30.3","34.8","4,487","37.645970271000465","-84.77497104799966","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","21","","","",""
"57897","2017","2017","2017","LA","Louisiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.0","","","33.3","38.7","1,924","31.31266064400046","-92.44568007099969","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","22","","","",""
"57898","2017","2017","2017","LA","Louisiana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.5","","","34.1","39.0","2,513","31.31266064400046","-92.44568007099969","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","22","","","",""
"57924","2017","2017","2017","ME","Maine","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.4","","","29.2","33.6","4,095","45.254228894000505","-68.98503133599962","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","23","","","",""
"57925","2017","2017","2017","ME","Maine","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","26.9","","","25.2","28.7","5,199","45.254228894000505","-68.98503133599962","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","23","","","",""
"57951","2017","2017","2017","MD","Maryland","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.2","","","28.3","32.2","5,283","39.29058096400047","-76.60926011099963","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","24","","","",""
"57952","2017","2017","2017","MD","Maryland","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.3","","","30.6","34.1","7,090","39.29058096400047","-76.60926011099963","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","24","","","",""
"57501","2017","2017","2017","MA","Massachusetts","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","27.6","","","25.0","30.2","2,917","42.27687047000046","-72.08269067499964","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","25","","","",""
"57502","2017","2017","2017","MA","Massachusetts","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","24.2","","","21.9","26.7","3,349","42.27687047000046","-72.08269067499964","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","25","","","",""
"57528","2017","2017","2017","MI","Michigan","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.4","","","29.8","33.1","4,659","44.6613195430005","-84.71439026999968","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","26","","","",""
"57529","2017","2017","2017","MI","Michigan","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.2","","","31.5","34.8","5,470","44.6613195430005","-84.71439026999968","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","26","","","",""
"57555","2017","2017","2017","MN","Minnesota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.4","","","29.1","31.7","7,695","46.35564873600049","-94.79420050299967","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","27","","","",""
"57556","2017","2017","2017","MN","Minnesota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","26.4","","","25.1","27.7","7,750","46.35564873600049","-94.79420050299967","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","27","","","",""
"57582","2017","2017","2017","MS","Mississippi","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","35.7","","","32.7","38.7","1,950","32.745510099000455","-89.53803082499968","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","28","","","",""
"57583","2017","2017","2017","MS","Mississippi","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","38.8","","","36.1","41.6","2,798","32.745510099000455","-89.53803082499968","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","28","","","",""
"57799","2017","2017","2017","MO","Missouri","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.5","","","29.3","33.7","3,119","38.635790776000476","-92.56630005299968","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","29","","","",""
"57800","2017","2017","2017","MO","Missouri","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.5","","","31.4","35.6","3,890","38.635790776000476","-92.56630005299968","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","29","","","",""
"57826","2017","2017","2017","MT","Montana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","27.2","","","25.0","29.5","2,658","47.06652897200047","-109.42442064499971","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","30","","","",""
"57827","2017","2017","2017","MT","Montana","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","23.3","","","21.2","25.5","2,850","47.06652897200047","-109.42442064499971","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","30","","","",""
"57853","2017","2017","2017","NE","Nebraska","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.2","","","31.5","34.9","6,753","41.6410409880005","-99.36572062299967","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","31","","","",""
"57854","2017","2017","2017","NE","Nebraska","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.3","","","30.6","34.0","7,574","41.6410409880005","-99.36572062299967","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","31","","","",""
"57976","2017","2017","2017","NV","Nevada","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","26.3","","","23.2","29.6","1,608","39.493240390000494","-117.07184056399967","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","32","","","",""
"57977","2017","2017","2017","NV","Nevada","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","27.1","","","24.0","30.4","1,888","39.493240390000494","-117.07184056399967","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","32","","","",""
"58003","2017","2017","2017","NH","New Hampshire","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.6","","","28.0","33.3","2,326","43.65595011300047","-71.50036091999965","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","33","","","",""
"58004","2017","2017","2017","NH","New Hampshire","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","25.4","","","23.0","28.0","2,858","43.65595011300047","-71.50036091999965","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","33","","","",""
"58030","2017","2017","2017","NJ","New Jersey","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.3","","","27.1","31.6","4,579","40.13057004800049","-74.27369128799967","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","34","","","",""
"58031","2017","2017","2017","NJ","New Jersey","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","25.2","","","23.3","27.2","5,815","40.13057004800049","-74.27369128799967","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","34","","","",""
"58057","2017","2017","2017","NM","New Mexico","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","27.4","","","25.2","29.8","2,768","34.52088095200048","-106.24058098499967","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","35","","","",""
"58058","2017","2017","2017","NM","New Mexico","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.4","","","27.1","31.7","3,275","34.52088095200048","-106.24058098499967","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","35","","","",""
"57608","2017","2017","2017","NY","New York","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","26.1","","","24.5","27.8","5,282","42.82700103200045","-75.54397042699964","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","36","","","",""
"57609","2017","2017","2017","NY","New York","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","25.3","","","23.8","26.9","5,897","42.82700103200045","-75.54397042699964","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","36","","","",""
"57635","2017","2017","2017","NC","North Carolina","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.5","","","28.0","33.1","2,085","35.466220975000454","-79.15925046299964","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","37","","","",""
"57636","2017","2017","2017","NC","North Carolina","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.8","","","31.2","36.4","2,397","35.466220975000454","-79.15925046299964","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","37","","","",""
"57662","2017","2017","2017","ND","North Dakota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","35.0","","","32.9","37.2","3,171","47.47531977900047","-100.11842104899966","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","38","","","",""
"57663","2017","2017","2017","ND","North Dakota","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.2","","","29.0","33.5","3,358","47.47531977900047","-100.11842104899966","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","38","","","",""
"57209","2017","2017","2017","OH","Ohio","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.5","","","31.7","35.4","4,940","40.06021014100048","-82.40426005599966","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","39","","","",""
"57210","2017","2017","2017","OH","Ohio","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","34.1","","","32.3","35.9","6,458","40.06021014100048","-82.40426005599966","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","39","","","",""
"57236","2017","2017","2017","OK","Oklahoma","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.9","","","34.5","39.3","2,595","35.47203135600046","-97.52107021399968","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","40","","","",""
"57237","2017","2017","2017","OK","Oklahoma","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","36.1","","","33.9","38.3","3,517","35.47203135600046","-97.52107021399968","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","40","","","",""
"57263","2017","2017","2017","OR","Oregon","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","28.7","","","26.6","31.0","2,234","44.56744942400047","-120.15503132599969","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","41","","","",""
"57264","2017","2017","2017","OR","Oregon","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.0","","","27.9","32.2","2,668","44.56744942400047","-120.15503132599969","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","41","","","",""
"57290","2017","2017","2017","PA","Pennsylvania","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","32.7","","","30.5","35.0","2,945","40.79373015200048","-77.86070029399963","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","42","","","",""
"57291","2017","2017","2017","PA","Pennsylvania","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","30.5","","","28.4","32.7","3,189","40.79373015200048","-77.86070029399963","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","42","","","",""
"58081","2017","2017","2017","RI","Rhode Island","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","31.0","","","28.3","33.8","2,288","41.70828019300046","-71.52247031399963","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","44","","","",""
"58082","2017","2017","2017","RI","Rhode Island","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","29.0","","","26.5","31.6","2,843","41.70828019300046","-71.52247031399963","OWS","OWS1","Q036","","Gender","GEN","Female","FEMALE","","","","","","","","","44","","","",""
"58203","2017","2017","2017","SC","South Carolina","BRFSS","Obesity / Weight Status","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity †","","","VALUE","Value","33.0","","","31.1","35.0","4,470","33.998821303000454","-81.04537120699968","OWS","OWS1","Q036","","Gender","GEN","Male","MALE","","","","","","","","","45","","","",""
